LimitExceeded,StepsCount,CaloriesConsumed,RoadTravelTime,PhoneCallTime,MaximumTemprature,Age,Weight
No,7142,2292,5,4,35,39,64
Yes,4850,2835,4,3,20,44,73
No,7078,2515,3,3,32,41,76
No,5560,2357,4,2,21,44,82
No,5364,2187,2,3,12,49,54
No,7854,2597,4,3,23,42,70
No,5870,2183,3,3,18,43,73
No,8837,2417,3,3,27,37,71
No,4832,2217,2,3,36,37,62
No,4916,1802,3,3,28,44,78
No,9317,2310,3,3,39,40,82
No,6242,2246,4,3,24,42,67
No,5813,2634,2,4,32,32,80
No,7003,2060,2,4,18,39,66
No,3636,2198,2,2,27,42,64
No,9216,2057,3,3,12,38,79
Yes,3450,2342,4,3,28,49,90
No,7387,1936,0,4,28,45,59
No,8234,2145,2,2,31,38,73
No,5045,2319,5,3,25,38,78
No,7023,1722,4,3,10,38,68
No,5419,2521,1,2,28,40,58
No,6402,1953,2,2,29,51,43
Yes,5425,2528,2,4,11,33,79
No,4578,1909,3,3,18,42,50
No,3537,2538,3,3,45,35,81
No,5466,2373,2,3,19,37,69
No,4761,2358,5,3,37,42,70
No,4227,2039,3,3,38,43,79
No,6198,2260,4,3,8,37,77
Yes,3724,2902,4,4,6,42,72
No,7012,2580,2,3,36,36,68
No,2353,2454,3,2,37,35,82
No,5606,2497,3,3,32,51,54
Yes,4607,2690,2,3,22,39,61
No,5173,2400,3,2,42,38,81
No,7402,2191,3,2,31,43,76
No,4960,2214,5,4,34,46,87
No,4348,2231,3,3,20,48,72
No,4476,2326,3,2,27,34,84
No,5094,2397,2,3,31,37,58
No,4691,2618,1,4,56,38,98
No,4148,2112,2,2,14,33,92
No,8185,2547,3,3,20,41,90
No,7144,1936,1,2,16,45,94
No,6051,2697,3,3,6,34,64
No,5086,2604,3,2,30,42,69
No,5952,1926,4,2,18,39,76
No,5933,1591,4,4,19,40,56
No,4365,2387,1,3,17,44,85
No,5951,2418,4,3,31,40,72
No,6223,2810,3,3,16,32,53
No,6395,2219,2,2,47,36,61
No,5385,2817,4,3,30,34,71
No,5656,2074,4,2,41,36,69
Yes,4907,2610,4,3,8,42,82
No,3995,2631,3,4,46,41,74
Yes,5757,2211,5,3,7,44,60
Yes,4973,2018,5,4,17,42,79
No,6639,2577,2,3,37,39,87
No,7529,2415,3,3,40,38,83
No,7640,1995,1,2,20,40,82
No,11212,2544,1,3,20,46,69
No,6511,2121,5,3,32,37,73
No,3399,2341,4,2,39,34,75
No,9135,2904,3,4,18,39,80
No,6373,2139,3,3,33,38,66
No,5899,2341,2,3,29,45,66
No,7435,1648,3,2,31,39,66
No,7408,2059,2,3,24,44,91
No,8020,2539,3,3,26,44,67
No,6529,2234,3,4,37,46,92
No,6271,1814,3,3,20,40,79
Yes,4436,2649,4,4,21,32,87
Yes,4648,2503,2,3,17,48,84
No,7749,2356,3,2,29,40,65
No,5458,2346,3,3,38,32,59
No,7238,2335,5,2,41,49,70
No,5853,2233,5,2,18,34,81
No,5572,2503,3,2,28,36,60
No,4761,1570,3,3,23,42,54
No,5282,2345,3,3,28,33,74
Yes,4628,1750,3,2,1,45,73
Yes,4729,2672,3,2,-13,38,67
No,3710,2711,1,3,25,39,63
No,7437,2421,2,2,21,30,73
No,6508,2226,3,2,28,40,79
No,8631,2604,3,3,15,35,68
No,8235,2370,2,3,29,42,83
No,5982,2413,3,3,38,50,61
No,6066,2532,2,2,39,36,64
No,9122,1912,5,4,27,30,81
No,7328,1932,2,5,35,45,78
No,6487,2612,4,4,32,32,88
No,7022,2720,4,3,25,39,81
No,5586,1972,3,3,29,38,79
Yes,4061,2225,3,3,20,42,81
No,5073,2964,2,4,39,50,76
No,5912,2347,5,4,29,43,78
No,8197,2420,4,4,14,46,67
No,6440,2431,4,4,56,35,62
No,4812,1729,1,4,14,44,68
No,6208,2575,4,3,33,37,64
No,4931,2376,4,5,22,41,79
No,6008,1979,3,4,21,40,76
No,6766,1555,0,2,20,32,99
No,6328,2160,2,4,17,43,63
No,8300,2721,3,3,47,45,75
No,8357,1971,3,3,17,41,92
No,5800,2358,2,3,30,40,73
No,5968,1838,4,2,44,44,75
No,7087,2508,4,4,46,43,83
No,7122,2463,3,3,42,35,64
No,4157,1736,1,4,34,37,65
No,7729,1968,4,3,29,39,70
No,7649,2509,2,3,38,39,82
No,6425,1922,3,3,16,42,86
Yes,5407,2672,5,3,25,50,79
No,6004,2465,3,3,14,39,85
No,7464,2297,2,1,27,33,61
No,5752,2562,4,3,38,50,55
No,5077,2517,3,4,20,37,71
No,5989,2221,3,4,24,45,75
No,9996,2146,2,2,31,36,80
No,9146,2362,4,3,20,32,56
Yes,4352,2052,4,3,17,43,78
No,7608,2432,4,4,20,36,84
No,6897,2423,3,3,29,39,74
No,5260,2317,4,3,31,44,96
Yes,4133,2089,4,3,21,41,97
No,5978,2307,3,4,30,41,71
No,4723,1624,3,3,29,41,49
No,5243,2290,2,3,34,45,72
No,9919,2305,4,2,23,46,75
No,6318,1765,2,3,20,48,83
No,8052,2161,2,3,13,44,66
No,6019,3122,2,3,17,42,79
No,5234,2261,4,4,26,42,82
No,8114,2300,5,2,32,34,57
Yes,3923,2760,3,3,22,47,67
No,3804,2167,2,3,36,43,68
No,7948,1916,3,3,24,38,76
No,5340,2112,4,4,26,41,83
No,5787,2680,3,2,20,41,68
No,5529,2100,4,3,15,34,64
Yes,4064,2487,3,3,14,33,97
No,2427,2176,3,2,27,40,69
No,6713,2535,2,3,30,40,52
No,8678,1979,3,2,33,42,79
No,5851,1449,4,4,18,46,77
No,6065,1498,4,2,27,38,84
No,5552,2477,2,3,24,41,61
No,5387,2240,4,3,25,37,97
No,4984,2061,1,2,5,45,77
No,7404,2014,3,2,25,35,72
Yes,3571,2178,4,3,21,39,87
No,6917,2437,5,4,52,43,79
No,5456,2783,2,2,30,38,92
Yes,4472,2291,3,2,25,43,68
No,8220,2523,2,4,17,43,71
No,4504,2600,4,3,31,39,80
No,3895,2298,3,4,11,36,62
No,4943,2853,3,4,21,38,71
No,5784,2053,4,2,32,43,69
No,7854,2279,2,4,35,29,54
No,6781,2110,3,4,29,34,80
No,5983,2032,3,3,11,38,78
No,5575,2186,4,3,25,41,74
No,8411,2761,3,4,26,33,69
No,5572,2212,2,4,27,33,69
Yes,5219,2745,2,3,18,40,73
No,8620,2100,3,4,34,43,83
No,4690,2105,3,4,22,38,70
No,6966,2186,2,2,33,40,64
No,7132,2276,3,3,39,41,57
No,7106,2361,2,3,34,31,69
No,4396,2453,5,3,42,39,85
No,5917,2359,3,2,39,47,58
No,5032,2402,4,2,18,44,75
No,6262,2411,3,3,43,33,56
No,6599,2447,4,1,42,43,80
No,4892,2099,3,3,31,36,75
No,6078,2701,4,3,37,47,81
No,6333,2463,1,3,16,45,62
No,4981,2212,3,3,20,30,75
No,8097,2313,3,4,28,35,82
No,5415,2263,3,4,53,41,60
No,5700,2363,4,3,24,40,68
No,4186,2282,2,3,34,46,90
No,4556,2737,2,3,23,38,72
No,7205,2203,3,3,17,45,61
No,8129,2325,3,4,38,49,67
No,3503,2164,1,5,32,30,80
No,5018,2137,4,2,23,42,78
Yes,3893,2427,4,3,7,57,85
No,7094,2223,3,2,10,42,72
No,7095,2795,3,3,26,33,70
Yes,4137,2282,3,3,11,30,83
No,5668,1931,3,4,28,34,68
Yes,3722,2389,3,4,20,43,78
No,5580,2276,4,3,19,49,77
No,6444,2412,2,3,25,36,63
No,8052,1971,2,3,38,50,75
No,4903,1778,3,3,25,32,93
No,6137,2133,2,3,30,40,88
No,4989,2111,3,3,21,45,78
No,6938,2299,4,2,26,41,90
No,8138,2673,5,3,20,47,81
No,8031,2419,3,4,55,44,59
No,6141,2175,3,3,16,38,101
No,3230,2862,4,2,50,35,76
No,8514,2150,4,2,10,40,89
Yes,6187,3065,3,4,16,40,62
No,5817,2175,3,4,23,41,68
No,6581,2170,3,2,23,45,60
Yes,4462,2212,3,4,14,42,83
Yes,4275,2451,2,4,10,42,64
No,7066,2269,2,3,28,39,71
No,8623,2662,2,4,13,33,83
No,5325,1711,2,3,12,42,95
No,6692,2301,4,3,20,48,80
No,5215,2508,4,2,23,38,85
No,5335,1885,2,3,37,33,68
No,6906,2686,5,3,29,36,81
No,7665,2435,4,3,30,33,82
Yes,5501,2180,3,3,0,44,89
No,5755,2299,3,2,39,45,72
No,6686,2137,4,3,30,35,80
Yes,5096,2427,4,4,23,49,65
No,4431,2065,5,3,14,45,65
No,6543,2509,1,3,16,42,96
No,4842,2291,3,2,42,48,64
No,5961,2375,4,4,28,36,83
No,7425,2242,5,3,30,44,86
No,5203,2548,2,4,20,32,76
No,2476,1863,4,4,31,41,69
No,5343,1999,3,3,16,37,79
No,7815,1958,2,3,9,44,75
No,6991,2038,3,4,23,43,50
No,4826,2597,2,2,18,41,60
No,5135,2574,2,3,37,41,60
No,7262,2540,4,2,26,46,73
No,7668,2725,1,3,25,47,81
No,5877,2277,3,2,17,44,75
No,3910,1852,2,4,12,36,54
No,3263,2422,1,3,40,38,85
No,7263,2119,3,2,34,43,61
No,7641,2081,4,4,22,43,73
No,4960,2411,4,4,44,41,75
Yes,4467,2607,4,3,33,40,79
Yes,4000,2315,3,4,17,46,51
No,5099,2368,3,2,11,38,72
No,7613,2724,4,3,33,41,69
No,5224,2152,2,4,26,41,78
No,5809,2755,2,4,40,36,82
No,4849,2348,0,2,24,51,85
No,5755,2578,4,3,30,28,76
Yes,3404,2687,3,3,31,42,94
No,6728,2310,4,3,18,38,85
No,6288,2132,3,2,13,38,88
No,5712,2124,4,3,26,33,57
No,7371,2607,3,3,20,35,76
No,4597,2207,2,3,20,37,84
No,6625,2172,3,3,34,40,63
No,10296,2089,5,2,23,45,73
No,8897,3213,3,3,18,41,93
No,5083,2495,4,3,34,43,65
No,8032,2654,2,3,19,47,88
No,6317,2543,3,3,51,46,76
No,4967,1813,2,3,24,45,85
No,6115,2829,2,3,24,39,81
No,6848,2110,4,3,23,33,74
No,5880,2552,2,3,27,35,95
No,6054,2569,1,4,34,38,71
No,7461,2449,2,2,23,40,60
No,6321,2485,4,3,31,35,84
No,6137,1782,2,2,6,38,75
No,7154,2050,2,3,8,33,58
No,6132,2665,3,3,29,44,57
No,6875,1586,2,4,45,30,89
Yes,4515,2173,3,4,12,44,77
No,5325,2156,2,3,34,32,82
No,6160,2296,5,3,36,44,77
No,5973,2160,4,4,30,36,83
No,7599,2599,2,2,20,35,82
Yes,3628,2285,3,3,2,37,61
No,7821,2394,1,4,28,45,70
Yes,4545,2137,3,2,4,47,76
No,5394,2077,4,3,20,45,79
No,6014,2475,4,4,9,31,60
No,5886,2319,3,2,30,40,71
No,5637,2343,3,3,31,38,73
No,7748,2439,3,3,22,38,80
No,7375,3088,0,3,36,40,75
Yes,2447,2466,3,2,30,35,98
No,4511,2074,1,3,27,31,79
No,4133,2313,0,4,31,33,59
Yes,2450,2607,2,2,20,46,78
No,4599,2057,3,3,21,37,66
No,3484,2350,2,2,40,42,65
No,5862,2384,4,4,23,34,77
No,4630,2518,3,3,32,36,77
No,10003,2187,1,3,18,38,79
No,5990,2486,3,3,26,49,73
No,8394,1681,4,3,31,29,79
No,3506,2238,3,3,30,44,97
No,7198,2563,4,3,29,34,87
No,5405,2191,4,3,24,45,54
No,7935,2023,2,3,22,44,74
No,5863,2193,4,3,16,45,58
No,5783,1839,4,3,17,43,62
No,7123,2428,2,2,20,36,70
No,4883,2160,3,1,36,40,75
No,4715,2018,1,4,22,41,60
No,5759,2113,3,3,14,33,55
No,8097,2459,4,3,25,35,87
No,4027,2327,3,4,33,38,78
No,6368,2513,3,5,53,47,76
Yes,4594,2745,6,4,24,42,73
No,7314,1705,3,3,30,38,53
No,6703,2873,3,3,41,35,85
No,6286,2056,3,2,22,48,66
No,5248,1817,4,3,35,35,69
No,5631,2269,3,3,45,39,85
No,5253,1816,3,2,32,37,67
No,6476,2342,4,3,31,34,95
Yes,5945,2147,4,4,4,42,76
No,4783,2433,3,4,41,39,90
No,8141,2221,3,3,24,39,84
No,4832,2148,3,3,37,40,73
No,6172,2075,3,3,20,29,45
No,4734,1803,6,3,31,28,67
No,7982,2231,3,2,-4,37,74
No,7451,2457,4,5,34,37,64
Yes,4096,2331,4,3,23,40,75
No,4348,2304,2,4,35,39,89
Yes,3372,2049,4,4,29,44,70
Yes,4636,2453,5,4,18,34,92
No,3672,2391,2,3,35,37,79
No,6441,2138,5,3,31,31,59
No,6205,2298,4,2,27,40,79
No,7494,1670,3,3,36,32,77
No,5748,2118,3,3,37,36,70
No,6675,1779,3,3,22,38,70
No,6401,2898,4,3,36,42,66
No,7214,2321,2,4,35,37,65
No,7082,2005,2,4,48,34,79
No,6650,2254,3,3,8,44,59
No,5434,2103,2,4,27,30,72
Yes,1587,2388,3,3,18,47,74
No,6107,2101,3,3,29,39,73
Yes,6790,2228,5,3,5,41,81
No,6658,2258,3,2,31,38,56
No,5421,2483,1,3,17,37,81
No,9601,1705,3,2,12,49,78
No,8286,2207,2,2,26,41,81
Yes,5598,2826,4,3,8,41,70
No,5987,2459,3,3,26,41,70
No,6769,1912,4,4,31,44,87
No,7144,2432,3,3,43,43,76
No,5794,1656,5,3,31,40,72
No,4311,2433,4,3,19,39,73
No,3993,2152,2,2,23,41,87
No,5592,1969,4,2,24,40,65
No,4397,2394,3,2,35,43,56
No,5272,2248,3,4,21,41,58
No,5013,1999,1,3,25,44,67
No,4548,2354,0,4,20,36,77
No,2524,1697,2,3,9,43,58
No,4813,2052,2,3,11,41,70
Yes,3395,2599,4,4,13,46,69
No,8179,1729,2,3,21,40,71
No,7092,2669,3,2,12,42,86
Yes,6618,2636,5,3,25,42,90
Yes,5321,2397,2,4,2,46,81
No,6390,2207,3,3,27,43,73
No,5991,2373,3,3,21,40,99
No,5285,2516,1,3,22,42,70
No,6140,2281,3,2,30,44,66
No,6387,1825,3,3,32,39,91
No,5707,2085,3,2,28,34,67
Yes,4279,1845,4,3,6,33,90
No,6612,2006,4,3,17,49,59
No,6302,2418,4,3,23,39,75
No,4806,2471,4,4,35,34,73
No,5950,2863,3,2,18,31,84
No,8935,2618,5,3,27,33,74
No,8180,2411,3,2,29,32,84
No,7044,2343,3,4,36,44,86
No,4841,1902,3,3,28,39,72
No,4711,1820,4,3,31,36,85
No,7619,2595,4,2,33,49,92
No,6191,1732,4,3,28,48,68
No,4527,2198,3,2,6,42,76
No,5155,1873,2,3,37,38,62
No,5763,2195,2,3,7,42,87
No,6216,2038,3,3,15,32,63
No,8428,2067,3,4,40,43,66
No,8048,2446,3,2,40,38,85
No,4236,2286,2,3,27,41,69
No,7533,2865,5,4,25,45,58
No,7934,2459,2,3,32,44,87
No,6568,2489,2,3,10,44,57
No,6113,2633,4,3,41,43,83
No,6698,2685,2,3,16,36,78
Yes,4863,2153,3,2,8,34,74
No,6428,2331,3,3,26,41,67
Yes,4742,2205,4,4,11,47,90
No,5763,2003,3,4,32,50,54
No,4816,2241,4,3,31,35,77
No,9381,2709,1,2,13,45,64
No,5604,1727,2,3,2,38,79
No,6149,2159,2,1,37,36,67
No,5272,2369,2,3,23,46,85
No,5487,2635,3,2,36,41,73
No,8071,2556,3,2,39,44,72
No,5338,2102,2,3,37,44,72
No,6478,2403,1,3,26,41,82
No,5651,2529,4,4,30,41,69
No,5355,2468,4,3,31,46,70
No,2634,2571,1,3,42,35,85
No,3801,2287,4,3,29,34,64
No,7987,1919,5,3,28,35,64
No,6931,1454,2,3,23,44,86
No,6599,2426,4,4,21,33,88
No,8646,2365,3,3,34,42,73
No,6465,2774,2,2,34,46,86
No,4343,2398,3,4,40,37,72
Yes,6530,2620,2,3,16,43,66
No,7531,1833,3,2,46,38,72
No,5938,2288,2,3,9,46,80
Yes,4687,2459,2,6,26,45,77
No,6108,2591,2,2,35,37,70
No,4512,2178,3,4,36,29,69
No,7267,2606,2,1,20,38,72
No,3121,2252,3,3,41,40,82
No,7703,2444,5,4,18,39,59
No,5363,2170,4,3,23,37,86
No,4232,2853,3,4,33,41,65
No,3723,2065,3,3,20,40,72
No,7897,2176,5,3,27,45,58
No,6828,2638,2,4,33,40,92
No,6072,2389,5,1,28,45,68
No,4320,2501,4,3,22,44,87
No,6776,2597,3,3,35,35,69
No,5691,2321,3,4,22,40,75
No,5717,2651,3,4,18,42,70
No,4644,1913,5,2,38,38,75
No,4886,2248,3,4,32,36,80
No,4443,2634,4,3,25,34,89
No,5606,2158,3,3,31,39,75
No,4153,2517,2,2,28,49,73
No,5551,2206,1,4,18,36,84
No,7222,2983,2,2,40,42,67
No,8045,2271,4,4,22,36,76
No,9320,1940,4,4,26,43,67
No,3966,2360,3,3,23,35,97
No,7847,1888,3,2,24,35,74
No,6634,2512,4,3,40,51,85
No,4207,1507,4,4,29,43,89
No,4783,2395,3,4,12,43,65
No,5726,2497,2,3,41,40,62
No,5717,2519,3,1,6,38,87
No,7164,2699,3,2,29,35,74
No,6736,2209,3,2,31,40,87
No,4466,2071,4,3,37,37,82
No,6402,2462,1,2,12,39,71
No,6362,2509,3,3,41,34,83
No,3913,2646,3,3,31,32,82
No,7080,2108,3,3,21,34,80
No,9130,1835,2,2,45,42,83
No,3284,2081,3,3,24,41,67
No,4670,1900,3,3,13,40,75
No,6623,2127,3,3,44,36,88
No,5488,2581,1,4,30,30,71
No,8156,1905,2,3,18,42,72
Yes,5607,2246,3,4,13,38,84
No,6655,2285,2,3,24,43,63
No,4559,2454,2,4,31,42,80
No,5982,2117,3,4,47,35,79
No,6565,1598,4,3,30,47,60
No,4789,2433,2,3,27,41,68
No,7846,2513,5,2,20,45,74
No,6548,2211,3,4,3,35,78
No,8385,1937,3,1,34,43,65
No,8642,2287,6,3,25,40,73
No,6154,2145,3,3,30,45,72
No,7246,2186,3,3,28,41,77
No,6505,2827,3,3,29,33,76
No,5494,2796,3,2,31,38,76
No,6407,2105,2,2,27,37,62
Yes,4530,2523,3,2,11,45,71
No,8801,2724,2,4,25,47,96
Yes,4063,2360,5,4,17,38,73
No,6722,2297,3,3,28,46,79
No,6670,2577,2,4,31,34,89
No,5845,1860,1,3,7,38,70
No,7220,2140,4,3,11,45,84
No,6754,1833,3,2,26,48,76
No,8366,2385,2,3,16,40,89
No,8379,2345,3,3,19,36,60
No,4768,2541,3,3,40,45,71
No,5814,2401,1,3,22,34,89
No,5431,2203,4,2,26,47,90
No,9633,2047,3,3,26,34,91
No,5190,2539,3,4,21,42,73
No,4855,2818,4,3,31,46,83
No,7297,2156,2,3,34,28,67
No,8389,2316,4,4,25,42,75
No,7210,2606,3,2,31,42,83
Yes,5380,2885,3,5,16,38,79
No,6526,2158,1,4,16,43,81
No,7103,2596,3,2,23,36,66
No,6547,2240,3,2,19,38,57
No,5496,2496,4,4,31,36,83
No,6524,2372,0,3,17,35,74
No,2892,1987,5,3,38,46,71
No,8110,2481,3,3,20,33,79
No,6784,1984,2,3,19,43,90
No,6627,2119,2,2,21,40,63
No,5005,2726,3,4,36,38,92
No,7282,1940,3,3,28,28,73
No,6705,2737,3,4,31,42,102
No,4489,2472,3,3,31,35,69
No,6154,2663,4,3,41,45,71
No,7378,2539,0,3,12,33,65
No,6232,2285,5,2,18,38,81
No,3578,2567,5,4,38,36,88
No,4632,2218,3,4,36,38,71
No,6591,2367,5,2,39,42,76
No,6789,2382,3,2,55,41,76
No,8006,2445,4,3,29,43,69
No,6339,2005,3,3,32,36,63
No,3307,2269,2,3,35,34,81
No,4775,1464,4,2,24,42,78
No,6675,2292,5,3,28,41,80
No,3439,1598,3,3,28,42,93
No,7812,2380,3,3,37,45,69
No,8668,2914,4,3,24,42,80
No,7942,1587,3,2,23,36,79
No,4247,2282,3,4,48,43,64
No,8235,2039,3,2,21,36,83
No,7608,2689,3,2,48,37,74
No,6890,2073,4,3,20,33,71
No,5982,2405,0,2,17,49,67
No,6075,2088,3,3,24,39,64
No,4521,2047,4,3,30,37,84
No,6550,2176,3,1,20,51,75
No,8481,2107,4,4,31,45,71
No,4717,1780,1,4,3,46,73
No,6896,2047,3,3,30,37,67
No,6026,2546,4,3,24,44,67
No,7514,2833,2,3,32,49,64
No,5797,2747,2,3,19,39,86
No,6417,2209,2,4,22,41,89
No,6420,2482,2,3,8,40,82
No,6548,2320,4,2,31,33,57
No,4073,2440,1,2,14,38,62
No,6630,2284,3,3,35,42,92
No,4465,2375,2,2,15,42,69
No,6755,1892,2,2,24,36,87
No,7109,2720,4,3,20,39,62
No,8321,2239,2,3,37,39,70
No,6061,2376,2,3,31,40,81
No,5294,2473,4,4,31,42,74
No,6737,2846,4,3,16,35,91
No,6603,2828,3,3,23,36,81
No,5847,2070,4,2,23,39,79
No,10922,2586,2,3,26,52,85
Yes,3357,2053,2,3,19,41,79
No,8657,2709,4,3,24,37,75
No,7727,2397,2,3,34,35,68
Yes,1809,2863,4,2,29,41,67
No,5497,2327,2,3,36,33,117
No,4413,1858,3,3,24,47,65
No,6307,2368,4,2,36,44,91
No,6673,2427,2,2,5,42,59
No,4049,2291,3,3,57,41,76
No,8298,2578,4,4,26,37,72
No,7414,2479,4,3,27,33,78
No,8250,1880,3,3,23,40,67
No,6231,2457,3,4,31,43,62
No,4902,2116,4,2,39,37,75
No,6668,2561,3,3,31,41,77
Yes,3825,1944,4,3,5,41,76
No,5736,1875,2,2,12,40,57
No,6394,2350,3,4,7,46,69
No,6531,2770,3,3,23,42,78
No,6421,2277,2,3,30,43,68
No,4829,2360,4,3,27,46,73
No,6346,2510,2,3,34,46,69
No,4015,1942,3,2,26,47,74
No,3510,2000,2,4,41,46,62
No,5907,1828,3,3,31,35,75
No,7131,2385,4,3,25,34,65
No,4575,2270,3,3,32,39,74
No,3902,2620,1,3,23,37,62
No,7973,2084,3,3,17,39,70
No,7063,2113,3,2,46,36,77
No,4767,2194,3,2,12,36,78
No,4437,2403,4,3,40,50,76
Yes,4487,2180,5,2,19,54,66
No,7753,2443,2,4,24,39,73
No,4653,1954,5,4,30,40,80
No,7917,2533,2,4,29,33,80
No,5048,2346,2,3,12,39,77
No,7891,2254,2,3,15,46,96
No,5376,2233,3,3,30,33,65
No,5254,2289,4,3,37,45,71
No,6820,2191,3,3,25,44,90
No,7622,2574,2,3,28,48,69
No,5650,2380,4,3,41,39,68
No,4837,2736,2,4,15,40,101
No,8449,2200,3,3,23,50,83
No,4972,2353,3,3,32,37,65
Yes,3844,2448,4,2,26,43,77
No,5568,1943,1,4,24,39,80
No,4440,2191,2,2,34,35,87
No,6980,2525,3,3,25,44,75
No,6151,2439,1,3,26,45,48
No,6095,2087,3,3,13,45,86
No,6105,3055,2,3,25,32,81
No,7080,2580,2,2,30,27,71
No,6557,2199,6,3,29,29,63
No,6034,2653,2,2,45,34,81
No,6317,2712,2,3,16,40,52
No,5090,2314,1,4,27,42,69
Yes,5327,2716,4,2,6,42,59
No,5921,2777,2,2,24,36,53
Yes,3596,1928,4,4,30,37,95
No,6165,2307,2,3,35,39,72
No,4058,2033,3,2,36,40,62
No,7494,2030,2,3,46,44,76
No,5756,2750,2,3,18,42,78
No,4188,3092,2,3,34,44,75
No,7161,2101,3,2,32,40,72
No,7925,2743,2,3,24,38,76
No,6617,2256,3,4,32,36,76
No,4248,2540,3,3,26,37,79
No,5033,2430,2,4,23,44,70
No,4913,1972,3,3,19,36,78
No,7298,2605,4,3,21,38,86
No,8788,2158,2,3,28,41,81
No,5314,2480,3,3,22,41,82
No,4798,1948,1,3,40,34,72
No,4859,1970,4,3,44,37,80
No,5972,2652,4,3,22,49,93
No,4693,2232,3,3,30,36,63
No,6042,2125,1,3,16,49,84
No,6967,2040,3,3,21,31,65
No,5983,2261,2,2,9,42,76
No,5737,2427,3,4,21,40,83
No,5785,2581,5,4,28,47,73
No,3377,2913,2,3,19,40,71
No,5421,2387,3,1,32,46,68
Yes,4578,2733,2,4,4,36,79
No,6733,2262,2,5,30,31,84
Yes,4945,2835,2,4,17,42,76
No,7130,1721,3,3,9,46,98
No,5917,2546,1,3,20,42,83
No,6818,2112,3,3,19,45,64
No,6015,2470,1,4,31,36,73
Yes,3926,2650,4,2,23,45,70
No,5968,1997,2,5,15,35,75
No,8331,2295,4,3,8,42,85
No,5539,2013,2,2,26,37,84
No,9505,1602,3,2,8,45,72
No,9097,1879,4,3,38,37,96
No,4693,2183,3,2,18,33,84
No,5599,2451,4,2,24,31,74
Yes,3630,2397,4,2,12,33,58
No,2366,2061,5,2,31,44,70
No,4805,2158,3,3,28,38,66
No,7016,2462,5,3,26,38,79
No,7738,2066,3,3,30,38,58
Yes,4497,2331,3,4,8,43,58
No,8435,2333,3,3,21,37,70
No,5785,2309,3,4,49,32,82
No,7018,2784,3,2,40,49,69
No,5474,2119,4,3,28,44,71
No,7864,2284,3,3,8,43,76
No,6173,2305,3,3,11,39,68
No,5379,1643,3,3,31,40,72
No,6173,2375,2,4,17,43,74
Yes,6575,2460,3,4,6,40,79
No,8314,2341,2,4,28,40,72
No,7680,2805,3,2,50,33,62
No,7026,2717,2,4,15,42,61
No,5642,2080,2,3,38,29,95
No,5844,2092,1,3,30,41,59
No,10198,2276,4,4,37,39,69
No,3462,2266,3,2,36,46,68
No,5692,2319,4,4,23,37,83
No,6352,1624,2,2,28,41,69
No,7917,2086,6,3,22,41,93
No,7004,1823,2,4,38,36,65
No,6593,2409,2,3,28,34,60
No,7075,2206,4,3,47,37,94
No,5164,2218,1,2,24,39,78
No,5295,1688,3,3,25,39,69
No,7672,2031,2,3,14,37,73
No,5977,1735,4,4,46,34,85
No,6424,2909,5,3,40,45,78
No,7572,2003,3,3,21,38,55
No,6316,2200,2,3,47,32,64
No,5441,2598,2,3,32,37,63
No,6025,2295,2,2,28,43,69
No,7967,2713,2,3,34,39,90
No,6748,2334,2,2,22,41,83
No,6018,2150,3,3,32,41,70
No,6020,2295,2,2,15,41,80
No,5868,3045,4,2,23,28,80
No,5631,2330,6,3,24,36,77
No,3930,1984,2,3,25,33,66
No,7192,1854,4,3,26,39,79
No,7390,2308,3,3,25,42,82
No,4297,2439,2,3,34,39,54
No,7488,2260,4,3,41,51,62
No,5540,2405,1,3,25,39,63
No,2893,3084,4,2,37,48,60
No,4459,2403,3,3,18,38,85
No,5331,1933,3,3,31,39,72
No,8423,2027,3,3,43,43,68
No,6348,2101,2,2,24,34,90
No,5850,2154,4,2,29,44,72
No,5559,2483,2,4,52,39,78
No,6292,2972,3,4,25,47,65
No,4045,2044,2,2,37,32,75
No,5401,2199,4,4,28,42,83
No,11091,2416,2,4,34,43,82
No,6488,2316,4,3,19,45,78
No,4499,1942,3,2,32,36,81
No,6210,2268,4,2,27,37,67
No,6644,2424,4,3,35,43,79
No,6892,2531,5,2,23,42,71
No,6884,2328,2,3,33,35,78
No,5703,2301,3,2,47,36,59
Yes,6490,2752,4,3,11,38,63
No,4469,2401,4,3,32,47,68
No,5814,1934,2,4,18,29,83
No,8202,2351,3,3,37,34,53
No,6820,2384,2,3,3,29,70
Yes,2951,1841,4,3,1,34,74
No,7671,2334,3,4,20,34,85
No,6259,2151,5,3,22,39,75
No,6549,2860,2,3,20,35,90
No,5645,2302,5,3,27,31,69
No,5754,2160,3,4,24,35,70
No,5114,2243,3,3,33,38,79
Yes,5692,2494,2,3,7,39,88
No,5416,1982,2,2,37,47,84
No,6763,2717,2,2,29,44,66
No,7866,1793,3,4,27,38,70
No,4601,2330,2,4,17,49,59
No,8075,2259,2,3,11,42,79
No,5183,2172,4,2,16,37,76
No,6385,2453,3,4,26,38,90
Yes,7391,2385,4,4,9,41,84
No,9111,2609,0,4,32,40,79
No,6822,2485,3,3,28,35,64
No,6106,2013,4,3,33,45,68
No,5460,1924,1,3,23,30,89
No,7936,1983,3,4,24,44,72
No,5459,2213,4,4,41,45,71
Yes,4467,2148,3,3,18,40,88
No,4614,2049,3,3,39,29,65
