"Output","minRadius","maxRadius"
"Yes",0.985,0.903
"No",0.917,0.973
"Yes",0.996,0.908
"No",0.93,0.931
"Yes",0.962,0.991
"No",0.926,0.915
"Yes",0.997,0.911
"No",0.937,0.952
"No",0.905,0.904
"Yes",0.972,0.93
"Yes",0.971,0.991
"No",0.938,0.985
"No",0.944,0.926
"Yes",0.999,0.912
"No",0.943,0.956
"No",0.955,0.946
"Yes",1.001,0.922
"Yes",0.997,0.949
"Yes",0.961,1.001
"Yes",0.997,0.983
"No",0.905,0.949
"No",0.947,0.973
"No",0.904,0.988
"Yes",0.986,0.97
"No",0.957,0.933
"No",0.952,0.941
"Yes",0.998,0.998
"Yes",0.992,0.96
"No",0.936,0.979
"No",0.915,0.9
"No",0.941,0.965
"Yes",0.999,0.997
"Yes",0.991,0.93
"Yes",0.968,0.935
"No",0.935,0.961
"Yes",0.978,0.976
"Yes",0.973,0.956
"No",0.958,0.994
"No",0.926,0.931
"No",0.919,0.974
"No",0.944,0.984
"No",0.929,0.959
"Yes",0.986,0.981
"No",0.952,0.913
"No",0.958,1
"Yes",0.977,0.986
"No",0.905,0.958
"Yes",0.963,0.965
"Yes",0.961,0.959
"Yes",0.986,0.917
"Yes",0.963,0.993
"No",0.924,0.96
"No",0.913,0.921
"Yes",0.982,0.957
"No",0.921,0.927
"Yes",0.989,0.908
"No",0.944,0.917
"No",0.919,0.981
"Yes",0.978,0.909
"Yes",0.992,0.92
"No",0.922,0.995
"No",0.957,0.925
"Yes",0.996,0.997
"Yes",0.975,0.933
"No",0.958,0.953
"Yes",0.973,0.984
"No",0.937,1
"No",0.901,0.95
"Yes",0.962,0.912
"No",0.928,0.955
"No",0.902,1
"No",0.919,0.935
"Yes",1.001,0.93
"No",0.946,0.928
"No",0.901,0.988
"No",0.904,0.991
"Yes",0.975,0.976
"No",0.913,0.946
"No",0.951,0.928
"Yes",0.981,0.901
"Yes",0.964,0.921
"No",0.954,0.961
"Yes",0.98,0.957
"Yes",0.964,0.925
"Yes",0.989,0.988
"Yes",0.962,0.982
"Yes",0.97,0.913
"No",0.941,0.987
"Yes",0.967,0.979
"No",0.953,0.957
"Yes",0.975,0.937
"No",0.912,0.908
"No",0.911,0.939
"No",0.922,0.91
"Yes",0.99,0.932
"No",0.907,0.988
"No",0.95,0.933
"Yes",0.997,0.969
"No",0.916,0.962
"No",0.952,0.974
"Yes",0.98,0.952
"No",0.956,0.965
"No",0.94,0.914
"Yes",0.984,0.969
"No",0.956,0.992
"No",0.905,0.908
"No",0.947,0.909
"No",0.944,0.932
"No",0.951,0.908
"Yes",0.982,0.965
"No",0.958,0.901
"No",0.901,0.908
"Yes",0.995,0.985
"No",0.907,0.925
"No",0.907,0.99
"No",0.93,0.96
"Yes",0.973,0.906
"No",0.916,0.991
"No",0.946,0.958
"No",0.929,0.943
"No",0.922,0.979
"Yes",0.983,0.911
"Yes",0.961,0.988
"No",0.936,0.933
"No",0.926,0.947
"No",0.91,0.95
"Yes",0.994,0.939
"No",0.932,0.95
"No",0.9,1.001
"Yes",0.987,0.974
"Yes",0.981,0.937
"No",0.923,0.99
"Yes",0.997,0.933
"Yes",0.967,0.95
"No",0.916,0.95
"Yes",0.977,0.942
"Yes",0.977,0.997
"No",0.957,0.904
"Yes",0.97,0.93
"Yes",0.985,0.98
"No",0.955,0.971
"No",0.96,0.987
"No",0.94,0.911
"Yes",0.998,0.963
"Yes",0.967,0.925
"No",0.939,0.994
"Yes",0.968,0.97
"No",0.903,0.947
"No",0.912,0.993
"Yes",0.972,0.987
"No",0.953,0.964
"Yes",0.969,0.981
"Yes",0.989,0.909
"No",0.909,0.955
"No",0.935,0.912
"Yes",0.984,0.938
"Yes",0.987,0.989
"No",0.94,0.928
"No",0.903,0.91
"No",0.923,0.983
"Yes",0.982,0.974
"No",0.952,0.985
"Yes",0.971,0.948
"Yes",0.997,0.932
"No",0.92,0.931
"Yes",0.978,0.945
"Yes",0.978,0.981
"No",0.926,0.926
"Yes",0.962,0.995
"Yes",0.971,0.974
"No",0.941,0.907
"No",0.921,0.997
"No",0.95,0.933
"Yes",0.972,0.979
"No",0.902,0.927
"Yes",0.983,0.986
"Yes",0.994,0.962
"No",0.926,0.995
"Yes",0.998,0.965
"No",0.953,0.95
"No",0.908,0.933
"No",0.952,0.966
"Yes",0.995,0.952
"No",0.907,0.907
"No",0.918,0.92
"No",0.908,0.957
"Yes",0.987,0.938
"Yes",0.98,0.999
"No",0.927,0.963
"No",0.91,0.976
"Yes",0.98,0.918
"Yes",0.986,0.918
"Yes",0.986,0.916
"No",0.916,0.966
"Yes",0.963,0.926
"No",0.953,0.971
"No",0.95,0.905
"Yes",0.967,0.91
"No",0.92,0.963
"No",0.945,0.913
"Yes",0.995,0.938
"No",0.948,0.968
"Yes",0.987,0.953
"No",0.922,0.934
"Yes",0.963,0.971
"Yes",0.982,0.924
"No",0.919,0.985
"No",0.926,0.902
"Yes",0.968,0.959
"No",0.927,0.973
"Yes",0.985,0.922
"No",0.944,0.911
"Yes",0.977,0.961
"No",0.947,0.974
"No",0.922,0.971
"No",0.938,0.936
"Yes",0.961,0.929
"Yes",0.984,0.933
"Yes",0.983,0.926
"No",0.946,0.973
"Yes",0.962,0.903
"No",0.954,0.976
"Yes",0.979,0.996
"Yes",0.977,0.95
"No",0.927,0.914
"No",0.934,0.909
"No",0.931,0.962
"No",0.951,0.957
"No",0.907,0.968
"No",0.953,0.901
"No",0.932,0.926
"No",0.918,0.934
"Yes",0.974,0.916
"Yes",0.983,0.914
"No",0.901,0.909
"Yes",0.962,0.998
"Yes",0.989,0.934
"No",0.948,0.945
"Yes",0.962,0.975
"No",0.943,0.936
"No",0.908,0.985
"No",0.948,0.941
"Yes",0.962,0.917
"No",0.933,0.973
"Yes",0.973,0.925
"No",0.908,0.953
"No",0.926,0.944
"Yes",0.996,0.979
"Yes",1,0.932
"No",0.945,0.978
"No",0.955,0.934
"No",0.922,0.911
"Yes",0.99,0.994
"No",0.91,0.973
"Yes",0.972,0.979
"Yes",0.965,0.945
"Yes",0.995,0.907
"No",0.908,0.907
"Yes",0.964,0.974
"No",0.956,0.908
"Yes",0.968,0.986
"No",0.941,0.943
"Yes",0.98,0.966
"No",0.957,0.923
"Yes",0.98,0.988
"Yes",0.983,0.928
"Yes",0.987,0.943
"No",0.951,0.906
"No",0.954,0.903
"No",0.923,0.99
"Yes",0.971,0.941
"Yes",0.963,0.934
"No",0.928,0.954
"No",0.93,0.983
"No",0.948,0.954
"No",0.908,0.988
"No",0.93,0.947
"No",0.914,0.925
"No",0.903,0.962
"Yes",0.987,0.961
"Yes",0.989,0.917
"No",0.937,0.981
"No",0.92,0.989
"Yes",0.974,0.995
"Yes",0.962,0.949
"No",0.943,0.911
"Yes",0.988,0.986
"Yes",0.967,0.943
"Yes",0.989,0.949
"Yes",0.996,0.947
"No",0.956,0.946
"No",0.948,0.935
"Yes",0.971,0.955
"Yes",0.979,0.971
"No",0.905,0.932
"Yes",0.974,0.961
"No",0.928,0.988
"No",0.957,0.913
"No",0.909,0.97
"No",0.923,0.941
"No",0.952,0.941
"No",0.933,0.951
"Yes",0.978,0.999
"No",0.923,0.996
"No",0.94,0.94
"No",0.954,0.906
"Yes",0.984,0.981
"No",0.908,0.957
"No",0.904,0.968
"No",0.925,0.962
"No",0.905,0.929
"No",0.952,0.941
"No",0.919,0.947
"Yes",0.995,0.989
"No",0.957,0.953
"Yes",1,0.901
"Yes",0.985,0.933
"No",0.952,0.953
"Yes",0.97,0.941
"No",0.935,0.966
"No",0.94,0.952
"No",0.95,0.978
"Yes",0.978,0.948
"No",0.953,0.961
"No",0.906,0.935
"No",0.96,0.979
"No",0.906,0.921
"No",0.922,0.937
"Yes",0.974,0.99
"No",0.929,0.908
"No",0.907,0.939
"No",0.944,0.994
"No",0.939,0.999
"Yes",0.983,0.913
"No",0.959,0.91
"Yes",0.98,0.973
"No",0.959,0.901
"No",0.905,0.905
"No",0.948,0.947
"No",0.945,0.907
"No",0.912,0.967
"Yes",0.985,0.97
"No",0.952,0.974
"Yes",0.973,0.951
"No",0.935,0.908
"Yes",0.996,0.958
"Yes",0.984,0.913
"No",0.946,0.9
"Yes",0.998,0.907
"Yes",0.988,0.911
"No",0.94,0.936
"Yes",1.001,0.918
"Yes",0.971,0.932
"Yes",0.991,0.959
"No",0.914,0.991
"No",0.93,0.986
"No",0.929,0.934
"No",0.918,0.932
"Yes",0.996,0.956
"Yes",0.967,0.951
"No",0.954,0.976
"No",0.951,0.914
"Yes",0.969,0.973
"No",0.944,0.976
"Yes",0.978,0.924
"No",0.92,0.942
"Yes",1,0.994
"No",0.913,0.911
"No",0.9,0.968
"No",0.944,0.935
"Yes",0.971,0.996
"No",0.947,0.945
"Yes",0.989,0.988
"Yes",0.97,0.953
"No",0.933,0.984
"Yes",0.998,0.988
"Yes",0.988,0.939
"No",0.953,0.95
"Yes",0.967,0.912
"No",0.947,0.938
"No",0.932,0.929
"Yes",0.996,0.99
"No",0.902,0.921
"Yes",0.964,0.97
"No",0.96,0.987
"Yes",0.963,0.989
"No",0.944,0.907
"No",0.914,0.963
"No",0.907,0.981
"Yes",0.968,0.996
"No",0.93,0.953
"No",0.934,0.946
"No",0.941,0.936
"Yes",0.966,0.936
"Yes",0.991,0.973
"Yes",0.995,0.933
"Yes",0.996,0.917
"No",0.951,0.999
"Yes",0.991,0.978
"No",0.91,0.981
"No",0.936,0.95
"Yes",1,0.906
"No",0.904,0.944
"No",0.913,0.978
"Yes",0.987,0.971
"Yes",0.973,0.985
"Yes",0.986,0.993
"Yes",0.962,0.926
"Yes",0.971,0.958
"Yes",1.001,0.991
"Yes",0.993,0.914
"No",0.954,0.992
"Yes",0.967,0.958
"No",0.903,0.906
"No",0.917,0.971
"No",0.935,0.92
"Yes",0.987,0.951
"No",0.942,0.939
"No",0.94,0.928
"No",0.937,0.972
"No",0.921,0.977
"Yes",0.976,0.937
"No",0.927,0.937
"Yes",0.968,0.919
"No",0.951,0.948
"No",0.953,0.971
"No",0.935,0.963
"Yes",0.967,0.996
"No",0.91,0.992
"Yes",0.969,0.921
"No",0.914,0.96
"Yes",0.977,0.947
"No",0.935,0.961
"No",0.947,0.945
"Yes",0.966,0.999
"No",0.949,0.981
"No",0.941,0.986
"No",0.906,0.984
"No",0.939,1
"Yes",0.967,0.918
"No",0.959,0.947
"No",0.931,0.938
"No",0.932,0.948
"Yes",0.993,0.91
"No",0.912,0.938
"Yes",0.977,0.963
"No",0.951,0.941
"No",0.9,0.919
"No",0.921,0.979
"No",0.953,0.977
"No",0.956,0.934
"Yes",0.961,0.992
"No",0.924,0.992
"Yes",0.997,0.998
"Yes",1,0.974
"No",0.913,0.972
"No",0.934,0.97
"Yes",0.966,1
"No",0.917,0.998
"No",0.947,0.93
"No",0.936,0.945
"Yes",0.983,0.932
"No",0.92,0.906
"No",0.912,0.978
"No",0.906,0.952
"Yes",0.981,0.968
"No",0.905,0.955
"Yes",0.995,0.919
"No",0.945,0.941
"No",0.914,0.918
"No",0.919,0.921
"No",0.914,0.95
"No",0.956,0.987
"No",0.951,0.944
"Yes",0.972,0.945
"Yes",0.974,0.996
"No",0.956,0.957
"No",0.935,0.974
"No",0.946,0.985
"No",0.931,0.952
"Yes",0.988,0.941
"No",0.915,0.902
"No",0.926,0.929
"Yes",0.986,0.999
"Yes",0.989,0.902
"Yes",0.978,0.985
"No",0.94,0.933
"Yes",0.968,0.949
"No",0.92,0.977
"No",0.905,0.992
"Yes",0.981,0.971
"No",0.919,0.929
"No",0.93,0.985
"Yes",0.975,0.94
"Yes",0.991,0.919
"Yes",0.968,0.982
"No",0.935,0.918
"No",0.917,0.967
"No",0.946,0.978
"Yes",0.978,0.929
"Yes",0.997,0.969
"No",0.942,0.933
"No",0.901,0.915
"No",0.941,0.915
"No",0.938,0.936
"Yes",0.965,0.977
"No",0.907,0.902
"No",0.939,0.975
"No",0.938,0.967
"No",0.9,0.991
"No",0.921,0.977
"No",0.937,0.959
"Yes",0.999,0.987
"Yes",0.993,0.905
"No",0.928,0.94
"No",0.933,0.947
"No",0.914,0.958
"No",0.912,0.905
"No",0.93,0.959
"Yes",0.962,0.914
"No",0.91,0.975
"Yes",0.978,0.954
"Yes",0.991,0.98
"No",0.954,0.95
"Yes",0.967,0.945
"Yes",0.988,0.977
"No",0.947,0.967
"No",0.952,0.906
"No",0.901,0.911
"Yes",0.979,0.958
"Yes",0.986,0.939
"No",0.937,0.913
"No",0.946,0.955
"No",0.908,0.987
"Yes",0.981,0.958
"No",0.957,0.979
"No",0.932,0.901
"No",0.939,0.958
"Yes",0.998,0.914
"Yes",0.982,0.99
"Yes",0.978,0.957
"No",0.923,0.952
"No",0.901,0.944
"No",0.944,0.97
"No",0.908,0.925
"No",0.932,0.961
"Yes",0.968,0.976
"No",0.958,0.943
"No",0.949,0.981
"Yes",0.986,0.929
"No",0.924,0.933
"No",0.953,0.903
"No",0.96,0.969
"No",0.934,0.978
"No",0.908,0.942
"No",0.942,0.985
"Yes",0.98,0.978
"Yes",0.973,0.971
"No",0.957,0.97
"Yes",0.98,0.901
"No",0.924,0.964
"Yes",0.986,0.971
"No",0.948,0.929
"Yes",0.967,0.942
"No",0.93,0.929
"Yes",0.969,0.934
"Yes",0.98,0.948
"No",0.904,0.94
"Yes",0.993,0.986
"Yes",0.967,0.909
"No",0.919,0.931
"Yes",0.991,0.948
"Yes",0.98,0.986
"No",0.938,0.916
"No",0.911,0.908
"No",0.956,0.93
"Yes",0.987,0.974
"Yes",0.969,0.958
"Yes",0.984,0.922
"No",0.956,0.973
"Yes",0.994,0.905
"No",0.92,0.936
"No",0.933,0.92
"Yes",0.983,0.986
"Yes",0.983,0.918
"Yes",0.969,0.902
"Yes",0.974,0.983
"No",0.936,0.981
"Yes",0.998,0.933
"Yes",0.997,0.938
"No",0.956,0.914
"No",0.907,0.988
"Yes",0.999,0.966
"Yes",0.979,0.928
"Yes",0.962,0.941
"Yes",0.997,0.945
"Yes",0.986,0.964
"No",0.912,0.975
"No",0.909,0.93
"No",0.95,0.989
"Yes",0.967,0.929
"No",0.943,0.973
"Yes",0.996,0.971
"Yes",0.97,0.913
"No",0.925,0.998
"No",0.947,0.917
"No",0.917,0.973
"No",0.954,0.936
"No",0.935,0.908
"No",0.9,0.912
"No",0.91,0.915
"No",0.952,0.965
"Yes",0.982,0.901
"No",0.931,0.993
"No",0.938,0.911
"No",0.953,0.986
"No",0.946,0.951
"No",0.947,0.962
"Yes",0.968,0.987
"Yes",0.98,0.935
"Yes",0.967,0.989
"Yes",0.981,0.969
"No",0.906,0.964
"No",0.914,0.965
"Yes",0.97,0.902
"No",0.95,0.973
"No",0.911,0.954
"Yes",0.967,0.906
"No",0.943,0.989
"No",0.953,0.907
"No",0.926,0.916
"No",0.949,0.997
"No",0.925,0.952
"No",0.902,0.98
"No",0.946,0.947
"Yes",0.964,0.953
"Yes",0.994,0.962
"No",0.941,0.932
"No",0.96,0.965
"No",0.91,0.908
"Yes",0.975,0.932
"Yes",0.984,0.962
"Yes",0.966,0.956
"No",0.923,0.986
"No",0.934,1.001
"Yes",0.966,0.926
"Yes",0.982,0.994
"No",0.953,0.922
"No",0.915,0.93
"No",0.952,0.998
"No",0.949,0.98
"Yes",0.978,0.939
"No",0.935,0.983
"No",0.912,0.986
"Yes",0.984,0.933
"No",0.902,0.987
"No",0.905,0.931
"Yes",0.961,0.957
"Yes",0.971,0.906
"No",0.94,0.976
"Yes",0.972,0.942
"Yes",0.986,0.902
"No",0.927,0.905
"Yes",0.984,0.948
"No",0.947,0.952
"No",0.95,0.944
"No",0.958,0.983
"No",0.949,1.001
"No",0.94,0.987
"No",0.956,0.982
"Yes",0.983,0.922
"No",0.923,0.915
"Yes",0.994,0.942
"No",0.932,0.929
"No",0.916,0.93
"No",0.946,0.969
"Yes",0.971,0.942
"No",0.921,0.903
"No",0.945,0.914
"No",0.927,0.958
"No",0.954,0.985
"No",0.956,0.974
"No",0.929,0.967
"No",0.959,0.93
"Yes",0.977,0.948
"No",0.923,0.944
"No",0.906,0.97
"No",0.942,0.928
"No",0.96,0.95
"No",0.943,0.932
"Yes",0.997,0.921
"Yes",0.996,0.913
"No",0.928,0.955
"Yes",0.989,0.921
"No",0.936,0.903
"Yes",0.988,0.991
"Yes",0.988,0.982
"No",0.94,0.94
"Yes",0.991,0.922
"Yes",0.992,0.914
"No",0.938,0.952
"No",0.929,0.944
"Yes",0.993,0.965
"Yes",0.991,0.934
"Yes",0.987,0.956
"Yes",0.978,0.995
"No",0.944,0.925
"Yes",0.973,0.904
"Yes",0.978,0.918
"No",0.937,0.977
"Yes",0.992,0.94
"Yes",0.968,0.974
"Yes",0.973,0.988
"Yes",0.994,0.944
"Yes",0.98,0.908
"Yes",0.968,0.998
"Yes",0.997,0.993
"Yes",0.976,0.935
"Yes",0.984,0.944
"Yes",0.975,0.952
"Yes",0.97,0.984
"No",0.942,0.994
"No",0.918,0.958
"Yes",0.965,0.944
"No",0.928,0.963
"No",0.919,0.937
"No",0.932,0.91
"No",0.938,0.921
"Yes",0.962,0.916
"No",0.904,0.982
"Yes",0.974,0.941
"No",0.938,0.928
"No",0.941,0.91
"No",0.945,1
"No",0.935,0.987
"Yes",0.972,0.944
"No",0.922,0.937
"Yes",0.989,0.92
"No",0.954,0.908
"Yes",0.998,0.998
"Yes",0.965,0.919
"No",0.904,0.959
"Yes",0.993,0.937
"No",0.929,0.962
"No",0.919,0.96
"No",0.918,0.914
"Yes",0.971,0.969
"Yes",1,0.926
"No",0.951,1.001
"No",0.95,0.969
"Yes",0.987,0.986
"Yes",0.97,0.908
"No",0.946,0.973
"No",0.905,0.986
"No",0.934,0.944
"No",0.942,0.983
"Yes",1,0.915
"No",0.933,0.952
"Yes",0.991,0.944
"Yes",0.961,0.937
"Yes",0.981,0.922
"Yes",0.973,0.997
"No",0.923,0.966
"Yes",0.995,0.99
"Yes",0.985,0.917
"Yes",0.972,0.963
"No",0.92,0.997
"Yes",0.996,0.981
"Yes",0.986,0.964
"No",0.917,0.924
"Yes",0.987,0.995
"No",0.93,0.934
"Yes",0.983,0.908
"Yes",1,0.999
"Yes",0.991,1.001
"No",0.9,0.915
"No",0.933,0.952
"No",0.929,0.988
"No",0.902,0.989
"Yes",0.98,0.938
"No",0.936,0.971
"Yes",0.981,0.911
"Yes",0.997,0.912
"No",0.96,0.949
"No",0.94,0.945
"Yes",0.961,0.978
"Yes",0.991,0.941
"No",0.912,0.904
"Yes",0.975,0.995
"Yes",0.997,0.929
"Yes",0.998,0.975
"Yes",0.996,0.939
"Yes",0.994,0.905
"No",0.934,0.984
"No",0.935,0.952
"Yes",0.994,0.97
"No",0.905,0.976
"No",0.926,0.92
"Yes",0.969,0.946
"No",0.932,0.982
"No",0.902,0.914
"No",0.908,0.929
"Yes",0.965,0.938
"Yes",0.989,0.967
"Yes",0.963,0.953
"No",0.926,0.921
"No",0.931,0.936
"No",0.916,0.976
"No",0.929,0.981
"Yes",0.981,0.983
"No",0.908,0.946
"No",0.902,0.99
"No",0.918,0.946
"Yes",0.982,0.902
"No",0.907,0.94
"No",0.959,0.91
"No",0.902,0.944
"Yes",0.966,0.935
"No",0.955,0.977
"Yes",0.993,0.935
"No",0.938,0.93
"Yes",0.981,0.954
"No",0.91,0.985
"Yes",0.993,0.949
"No",0.933,0.936
"No",0.917,0.972
"Yes",0.962,0.995
"Yes",0.981,0.946
"No",0.934,0.957
"Yes",0.996,0.948
"No",0.909,0.949
"No",0.933,1
"No",0.927,0.962
"Yes",0.989,0.949
"Yes",0.968,0.913
"No",0.941,0.949
"No",0.959,0.922
"No",0.945,0.931
"Yes",0.97,0.945
"Yes",1,0.959
"No",0.948,0.951
"Yes",0.966,0.976
"No",0.956,0.944
"Yes",0.993,0.972
"No",0.923,0.995
"No",0.948,0.941
"Yes",0.966,0.961
"No",0.956,0.917
"No",0.908,0.933
"No",0.928,0.963
"Yes",0.997,0.923
"No",0.927,0.98
"No",0.901,0.932
"Yes",0.998,0.974
"No",0.933,0.909
"Yes",0.964,0.962
"No",0.928,0.916
"No",0.953,0.962
"No",0.953,0.945
"Yes",0.999,0.945
"No",0.952,0.905
"Yes",0.967,0.903
"No",0.908,0.938
"Yes",1,0.942
"No",0.902,0.964
"Yes",0.97,0.935
"No",0.944,0.945
"No",0.912,0.9
"Yes",0.967,0.961
"Yes",0.988,0.925
"No",0.942,0.934
"Yes",0.967,0.905
"No",0.939,0.959
"No",0.95,0.935
"No",0.945,0.985
"No",0.948,0.982
"Yes",0.975,0.937
"Yes",0.995,0.968
"Yes",0.993,0.964
"No",0.927,0.975
"No",0.955,0.913
"No",0.911,0.957
"No",0.95,0.94
"No",0.952,0.923
"Yes",0.968,0.938
"Yes",0.969,0.992
"No",0.953,0.995
"Yes",0.995,0.981
"No",0.957,0.991
"No",0.931,0.921
"No",0.939,0.971
"No",0.947,0.984
"Yes",0.985,0.978
"Yes",0.994,0.959
"Yes",0.966,0.909
"No",0.915,0.912
"Yes",0.977,0.922
"No",0.911,0.909
"No",0.943,0.9
"No",0.953,0.968
"Yes",0.973,0.974
"No",0.922,0.954
"No",0.921,1
"Yes",0.996,0.991
"No",0.92,0.998
"Yes",0.977,0.915
"No",0.93,0.916
"No",0.934,0.939
"No",0.9,0.972
"Yes",0.999,0.922
"Yes",0.979,0.984
"No",0.945,0.907
"Yes",0.99,0.93
"Yes",0.969,0.968
"No",0.908,0.942
"No",0.91,0.98
"Yes",0.969,0.954
"Yes",0.97,0.942
"No",0.93,0.946
"No",0.935,0.996
"No",0.919,0.979
"Yes",0.995,0.949
"Yes",0.973,0.999
"No",0.951,0.969
"No",0.909,0.954
"No",0.924,0.95
"Yes",0.969,0.981
"No",0.923,0.949
"No",0.928,0.933
"Yes",0.996,0.937
"Yes",0.984,0.942
"No",0.923,0.927
"No",0.922,0.944
"Yes",0.963,0.977
"Yes",0.962,0.979
"Yes",1,0.992
"Yes",0.993,0.909
"No",0.952,0.953
"No",0.914,0.925
"Yes",0.985,0.932
"No",0.922,0.997
"No",0.92,0.903
"No",0.951,0.908
"No",0.928,1.001
"No",0.924,0.917
"No",0.909,0.904
"No",0.956,0.978
"Yes",0.97,0.904
"No",0.954,0.973
"No",0.923,0.973
"No",0.921,0.961
"No",0.958,0.943
"No",0.938,0.915
"No",0.933,0.986
"No",0.95,0.923
"No",0.922,0.907
"No",0.905,0.94
"No",0.935,0.931
"No",0.915,0.977
"No",0.945,0.935
"No",0.904,0.954
"No",0.91,0.935
"Yes",0.994,0.974
"No",0.95,0.961
"No",0.927,0.958
"No",0.914,0.997
"No",0.915,0.998
"No",0.946,0.913
"No",0.952,0.965
"Yes",0.986,0.917
"Yes",0.964,0.966
"No",0.937,0.945
"Yes",0.979,0.95
"No",0.905,0.96
"Yes",0.967,0.94
"No",0.945,0.974
"Yes",0.965,0.972
"Yes",0.974,0.991
"Yes",0.964,0.946
"No",0.923,0.917
"No",0.915,0.915
"Yes",0.999,0.975
"Yes",0.974,0.922
"No",0.903,0.903
"Yes",0.97,0.995
"No",0.911,0.914
"No",0.922,1
"No",0.935,0.914
"No",0.953,0.96
"Yes",0.988,0.955
"Yes",0.982,0.939
"Yes",0.969,0.973
"Yes",0.987,0.961
"Yes",0.967,0.964
"No",0.905,0.998
"Yes",0.984,0.916
"No",0.927,0.99
"No",0.921,0.908
"No",0.918,0.917
"No",0.953,0.976
"No",0.93,0.913
"Yes",0.97,0.963
"Yes",0.998,0.983
"Yes",0.964,0.913
"Yes",0.977,0.96
"Yes",0.985,0.906
"No",0.957,0.925
"No",0.924,0.957
"No",0.959,0.976
"No",0.902,0.904
"Yes",0.995,0.958
"No",0.922,0.958
"No",0.904,0.916
"Yes",0.979,0.937
"Yes",0.979,0.991
"No",0.903,0.916
"Yes",0.977,0.947
"No",0.942,0.903
"No",0.932,0.928
"Yes",0.973,0.991
"No",0.906,0.916
"Yes",0.964,1
"No",0.935,0.957
"No",0.915,0.919
"Yes",0.964,0.901
"No",0.912,0.973
"Yes",0.989,0.997
"Yes",0.998,0.905
"Yes",0.997,0.979
"No",0.955,0.909
"Yes",0.969,0.966
"Yes",0.99,0.94
"No",0.916,0.995
"Yes",0.973,1
"Yes",0.967,0.925
"No",0.93,0.949
"Yes",0.99,0.961
"No",0.903,0.91
"No",0.929,0.995
"Yes",0.989,0.905
"No",0.91,0.982
"No",0.923,0.985
"Yes",0.982,0.979
"Yes",0.976,0.943
"Yes",0.974,0.983
"No",0.941,0.956
"Yes",0.991,0.917
"No",0.927,0.911
"Yes",0.986,0.987
"No",0.945,0.939
"Yes",0.964,0.987
"No",0.916,0.901
"Yes",0.969,0.9
"Yes",0.975,0.927
"No",0.932,0.96
"Yes",0.982,1.001
"No",0.946,0.991
"No",0.92,0.928
"No",0.959,0.928
"No",0.959,0.942
"Yes",0.967,0.919
"No",0.914,0.998
"No",0.946,0.938
"No",0.924,0.937
"No",0.927,0.904
"Yes",0.963,0.934
"Yes",0.978,0.941
"No",0.904,0.963
"Yes",0.996,0.929
"No",0.917,0.988
"No",0.921,0.926
"No",0.911,0.974
"Yes",0.982,0.929
"No",0.953,0.948
"No",0.942,0.974
"Yes",0.962,0.911
"Yes",0.973,0.924
"No",0.921,0.907
"No",0.94,0.931
"No",0.924,0.991
"Yes",0.961,0.918
"No",0.933,0.984
"No",0.913,0.96
"No",0.905,0.961
"No",0.902,0.935
"No",0.96,0.933
"Yes",0.973,0.951
"Yes",0.966,0.941
"No",0.932,0.941
"Yes",0.987,0.998
"No",0.943,0.919
"Yes",0.961,0.955
"No",0.934,0.97
"Yes",1,0.93
"No",0.954,1.001
"No",0.949,0.924
"Yes",0.983,0.985
"No",0.916,0.915
"No",0.901,0.995
"Yes",0.981,0.942
"No",0.916,0.979
"Yes",0.982,0.927
"Yes",0.981,0.953
"Yes",0.975,0.908
"No",0.903,0.917
"Yes",0.971,0.965
"No",0.903,0.957
"Yes",0.966,0.965
"No",0.932,0.919
"Yes",0.995,0.951
"No",0.925,0.913
"No",0.948,0.995
"No",0.955,0.961
"Yes",0.963,0.921
"No",0.919,0.995
"Yes",0.993,0.964
"No",0.953,0.975
"No",0.913,0.938
"No",0.92,0.938
"Yes",0.986,0.968
"No",0.928,0.918
"No",0.933,0.971
"Yes",0.989,0.998
"No",0.955,0.919
"Yes",0.962,0.995
"No",0.912,0.93
"Yes",0.974,1
"No",0.935,0.953
"Yes",0.972,0.997
"Yes",0.975,0.991
"Yes",0.987,0.922
"Yes",0.989,0.984
"No",0.954,0.934
"No",0.912,0.938
"No",0.917,0.937
"Yes",0.985,0.954
"No",0.952,0.936
"Yes",0.986,0.956
"No",0.931,0.948
"No",0.951,0.914
"No",0.916,0.931
"No",0.95,0.969
"No",0.916,0.951
"No",0.939,0.956
"No",0.924,0.986
"Yes",0.995,0.911
"No",0.939,0.938
"Yes",0.987,0.936
"No",0.92,0.903
"No",0.925,0.926
"No",0.912,0.989
"Yes",0.964,0.916
"Yes",0.982,1.001
"No",0.953,0.993
"Yes",1,0.918
"Yes",0.976,0.937
"No",0.903,0.916
"No",0.957,0.979
"No",0.934,0.94
"No",0.927,0.939
"Yes",0.975,0.994
"Yes",0.971,0.99
"No",0.901,0.95
"Yes",0.988,0.924
"No",0.933,0.914
"Yes",0.963,0.902
"Yes",0.977,0.97
"No",0.901,0.903
"No",0.94,0.979
"No",0.901,0.974
"Yes",0.962,0.988
"Yes",0.987,0.97
"No",0.927,0.969
"No",0.938,1
"Yes",0.99,0.915
"No",0.929,0.943
"Yes",0.971,0.969
"Yes",0.983,0.906
"No",0.931,0.983
"Yes",1,0.958
"No",0.926,0.901
"Yes",0.999,0.937
"No",0.926,0.931
"Yes",0.982,0.939
