Purchased,Discount,DaytoTravel,NoOfPassange,TravelTime,DOW,TimeOfDay,FreFlyer,ReturnTicket
YES,34,5,1,8,Sunday,Overnight,No,Yes
YES,33,7,3,7,Sunday,Overnight,No,Yes
YES,26,8,4,5,Sunday,Overnight,No,Yes
No,25,13,3,4,Tuesday,Morning,No,No
YES,29,4,3,9,Saturday,Evening,No,No
YES,20,7,2,3,Monday,Early Morning,Yes,No
YES,19,2,1,6,Sunday,Overnight,No,Yes
YES,25,14,2,7,Tuesday,Morning,No,No
YES,29,4,1,2,Sunday,Overnight,No,Yes
YES,27,16,2,2,Saturday,Overnight,No,Yes
YES,27,3,5,4,Saturday,Evening,No,No
YES,17,13,0,4,Monday,Early Morning,Yes,No
No,34,1,5,2,Saturday,Evening,No,No
YES,29,10,3,4,Friday,Afternoon,No,No
No,23,5,1,6,Tuesday,Morning,No,No
No,24,10,0,3,Tuesday,Early Morning,No,No
YES,21,4,4,3,Wednesday,Forenoon,No,No
YES,35,14,2,1,Friday,Afternoon,No,No
YES,23,3,3,8,Friday,Afternoon,No,No
YES,33,17,2,9,Friday,Afternoon,No,No
YES,19,10,1,4,Saturday,Evening,No,No
No,25,5,1,5,Thursday,Afternoon,No,No
No,23,20,1,8,Wednesday,Forenoon,No,No
No,25,8,2,6,Friday,Evening,No,No
YES,25,13,1,9,Friday,Afternoon,No,No
No,25,12,2,7,Wednesday,Forenoon,No,No
YES,30,8,2,3,Sunday,Overnight,No,Yes
YES,28,13,4,7,Thursday,Forenoon,No,No
YES,26,10,0,9,Wednesday,Forenoon,No,No
No,20,19,2,8,Wednesday,Forenoon,No,No
No,24,10,3,2,Wednesday,Forenoon,No,No
YES,30,11,2,8,Wednesday,Forenoon,No,No
YES,21,17,4,10,Friday,Afternoon,No,No
No,20,8,2,2,Saturday,Evening,No,No
YES,34,9,3,4,Wednesday,Morning,No,No
YES,24,10,2,3,Monday,Early Morning,No,No
YES,32,17,5,2,Friday,Afternoon,No,No
No,23,9,3,5,Saturday,Evening,No,No
YES,28,7,3,4,Thursday,Afternoon,No,No
No,20,20,3,10,Wednesday,Forenoon,No,No
YES,36,10,1,2,Sunday,Overnight,No,Yes
YES,32,11,2,8,Sunday,Overnight,No,Yes
YES,21,10,0,8,Tuesday,Morning,No,No
No,25,4,2,6,Friday,Evening,No,No
No,25,16,4,8,Wednesday,Morning,No,No
YES,22,10,4,3,Monday,Early Morning,Yes,No
YES,27,14,0,4,Monday,Early Morning,Yes,No
No,31,5,1,6,Wednesday,Forenoon,No,No
YES,21,8,1,2,Monday,Early Morning,Yes,No
YES,34,2,1,8,Sunday,Overnight,No,Yes
No,18,16,0,8,Wednesday,Forenoon,No,No
No,31,1,3,5,Thursday,Afternoon,No,No
No,28,9,2,2,Wednesday,Forenoon,No,No
YES,37,18,4,9,Monday,Early Morning,Yes,No
YES,18,14,4,5,Thursday,Afternoon,No,No
No,25,10,3,4,Thursday,Afternoon,No,No
YES,30,8,2,5,Thursday,Afternoon,No,No
No,31,13,5,2,Sunday,Overnight,No,Yes
No,25,1,4,6,Saturday,Overnight,No,Yes
YES,29,2,3,9,Sunday,Overnight,No,Yes
YES,26,3,3,2,Monday,Early Morning,Yes,No
YES,35,8,3,4,Wednesday,Forenoon,No,No
YES,32,14,2,9,Sunday,Overnight,No,Yes
YES,28,6,0,9,Friday,Afternoon,No,No
YES,23,7,3,8,Tuesday,Morning,No,No
YES,34,11,1,4,Wednesday,Morning,No,No
No,19,3,5,5,Wednesday,Forenoon,No,No
No,16,1,3,5,Monday,Early Morning,No,No
No,12,19,4,4,Friday,Evening,No,No
YES,27,6,2,9,Friday,Afternoon,No,No
No,32,7,4,7,Thursday,Afternoon,No,No
YES,27,8,1,2,Thursday,Forenoon,No,No
No,27,4,3,10,Wednesday,Forenoon,No,No
YES,26,4,1,2,Thursday,Afternoon,No,No
No,25,19,3,8,Thursday,Afternoon,No,No
No,23,16,0,9,Thursday,Afternoon,No,No
No,30,3,3,9,Saturday,Evening,No,No
No,21,6,0,2,Sunday,Overnight,No,Yes
No,26,7,1,10,Sunday,Overnight,No,Yes
YES,24,18,1,8,Saturday,Evening,No,No
YES,24,3,5,3,Saturday,Evening,No,No
YES,21,20,1,5,Sunday,Overnight,No,Yes
YES,28,15,3,2,Friday,Afternoon,No,No
YES,30,19,1,8,Wednesday,Forenoon,No,No
YES,19,9,2,2,Tuesday,Morning,No,No
YES,23,11,4,2,Saturday,Evening,No,No
YES,15,5,5,3,Saturday,Overnight,No,Yes
YES,28,14,5,3,Wednesday,Forenoon,No,No
No,22,18,3,6,Tuesday,Morning,No,No
No,27,6,2,4,Tuesday,Morning,No,No
YES,26,20,1,8,Saturday,Evening,No,No
No,12,10,3,2,Sunday,Overnight,No,Yes
No,19,6,3,4,Tuesday,Morning,No,No
YES,23,8,4,9,Monday,Early Morning,Yes,No
YES,28,5,3,9,Monday,Early Morning,Yes,No
No,21,7,3,2,Tuesday,Morning,No,No
YES,27,13,1,9,Thursday,Forenoon,No,No
No,31,5,2,6,Friday,Afternoon,No,No
YES,25,3,0,5,Monday,Early Morning,Yes,No
YES,25,11,5,7,Wednesday,Forenoon,No,No
No,22,3,4,4,Friday,Afternoon,No,No
YES,25,11,2,4,Friday,Afternoon,No,No
YES,23,6,1,9,Monday,Early Morning,Yes,No
YES,19,9,1,8,Monday,Early Morning,Yes,No
No,28,9,1,7,Tuesday,Morning,No,No
YES,34,14,5,8,Sunday,Overnight,No,Yes
YES,26,15,3,9,Thursday,Afternoon,No,No
No,20,13,3,3,Sunday,Overnight,No,Yes
No,20,13,0,9,Wednesday,Morning,No,No
No,19,10,1,10,Friday,Evening,No,No
YES,25,16,0,4,Sunday,Overnight,No,Yes
YES,26,14,4,7,Friday,Afternoon,No,No
YES,26,2,4,8,Sunday,Overnight,No,Yes
YES,26,16,3,1,Friday,Afternoon,No,No
YES,25,13,4,7,Friday,Afternoon,No,No
No,27,16,1,5,Tuesday,Morning,No,No
YES,25,5,3,3,Thursday,Afternoon,No,No
YES,23,11,5,9,Sunday,Overnight,No,Yes
YES,23,14,4,8,Saturday,Evening,No,Yes
No,27,16,4,9,Tuesday,Early Morning,No,No
No,34,18,5,6,Tuesday,Morning,No,No
No,20,11,5,10,Sunday,Overnight,No,Yes
No,21,14,2,7,Saturday,Evening,No,Yes
YES,28,13,4,4,Thursday,Afternoon,No,No
YES,28,17,2,3,Sunday,Overnight,No,Yes
No,15,18,4,8,Tuesday,Morning,No,No
YES,25,12,1,3,Wednesday,Forenoon,No,No
No,31,14,2,4,Friday,Afternoon,No,No
YES,27,8,4,1,Saturday,Evening,No,No
YES,20,9,2,3,Monday,Early Morning,Yes,No
No,17,13,5,7,Tuesday,Early Morning,No,No
No,21,19,4,9,Wednesday,Forenoon,No,No
YES,31,5,2,4,Thursday,Forenoon,No,No
No,28,15,1,5,Friday,Evening,No,No
No,22,9,4,8,Friday,Afternoon,No,No
No,26,13,1,3,Wednesday,Morning,No,No
No,21,6,1,3,Tuesday,Morning,No,No
YES,18,6,0,8,Sunday,Overnight,No,Yes
YES,31,2,2,7,Sunday,Overnight,No,Yes
No,23,12,2,9,Saturday,Evening,No,No
YES,23,7,4,6,Friday,Afternoon,No,No
YES,24,16,1,2,Wednesday,Morning,No,No
No,20,18,1,10,Wednesday,Morning,No,No
No,23,16,1,4,Friday,Afternoon,No,No
No,32,5,3,8,Wednesday,Forenoon,No,No
YES,27,15,4,5,Tuesday,Morning,No,No
YES,23,9,4,3,Sunday,Overnight,No,Yes
No,28,19,3,6,Thursday,Afternoon,No,No
No,33,10,1,4,Friday,Evening,No,No
No,19,2,2,9,Wednesday,Forenoon,No,No
No,26,17,4,4,Saturday,Evening,No,Yes
YES,24,2,2,1,Tuesday,Morning,No,No
YES,26,11,4,8,Thursday,Afternoon,No,No
YES,18,16,1,4,Saturday,Evening,No,No
No,20,3,3,6,Wednesday,Forenoon,No,No
No,16,15,5,4,Friday,Afternoon,No,No
YES,27,11,4,6,Monday,Early Morning,Yes,No
YES,27,4,4,7,Wednesday,Forenoon,No,No
YES,12,8,3,4,Sunday,Overnight,No,Yes
No,18,2,0,6,Friday,Evening,No,No
No,25,18,1,9,Tuesday,Morning,No,No
No,27,16,2,3,Wednesday,Forenoon,No,No
No,23,17,5,1,Friday,Evening,No,No
No,25,15,1,6,Tuesday,Morning,No,No
YES,26,9,4,9,Sunday,Overnight,No,Yes
YES,22,17,1,4,Tuesday,Morning,No,No
YES,23,9,1,4,Monday,Early Morning,No,No
YES,28,16,4,4,Wednesday,Morning,No,No
No,22,16,1,7,Friday,Evening,No,No
No,34,10,3,8,Friday,Evening,No,No
YES,25,16,2,9,Saturday,Evening,No,Yes
YES,27,18,2,5,Monday,Early Morning,Yes,No
No,22,17,1,8,Wednesday,Forenoon,No,No
YES,24,4,2,3,Tuesday,Early Morning,No,No
No,22,2,3,8,Sunday,Overnight,No,Yes
YES,32,17,2,2,Monday,Early Morning,No,No
YES,18,12,1,4,Monday,Early Morning,Yes,No
YES,26,18,4,10,Saturday,Evening,No,No
YES,22,12,3,3,Friday,Afternoon,No,No
YES,27,2,5,6,Monday,Early Morning,Yes,No
YES,25,7,3,6,Saturday,Evening,No,No
YES,20,5,2,3,Monday,Early Morning,Yes,No
YES,22,5,0,7,Tuesday,Early Morning,No,No
YES,25,2,5,5,Monday,Early Morning,Yes,No
YES,28,10,2,7,Thursday,Forenoon,No,No
YES,30,9,1,3,Monday,Early Morning,Yes,No
YES,26,13,2,5,Monday,Early Morning,Yes,No
YES,27,7,3,6,Thursday,Afternoon,No,No
YES,35,11,3,8,Monday,Early Morning,Yes,No
YES,24,19,5,6,Monday,Early Morning,No,No
YES,33,14,1,9,Monday,Early Morning,Yes,No
No,35,16,1,8,Tuesday,Morning,No,No
No,26,14,5,2,Friday,Afternoon,No,No
YES,13,11,3,7,Friday,Afternoon,No,No
YES,23,14,4,1,Sunday,Overnight,No,Yes
YES,22,4,2,2,Monday,Early Morning,No,No
YES,30,18,2,5,Sunday,Overnight,No,Yes
YES,31,19,2,2,Wednesday,Morning,No,No
No,32,10,5,3,Saturday,Evening,No,Yes
No,23,12,1,6,Sunday,Overnight,No,Yes
No,25,16,2,8,Tuesday,Morning,No,No
YES,20,9,5,3,Friday,Evening,No,No
YES,22,13,3,7,Monday,Early Morning,Yes,No
No,29,20,2,5,Tuesday,Morning,No,No
No,30,1,3,8,Sunday,Overnight,No,Yes
YES,28,17,4,2,Sunday,Overnight,No,Yes
YES,22,3,3,2,Saturday,Evening,No,No
YES,25,5,2,7,Saturday,Evening,No,No
YES,21,13,4,6,Monday,Early Morning,Yes,No
No,6,19,3,7,Wednesday,Forenoon,No,No
YES,22,14,1,8,Monday,Early Morning,Yes,No
No,26,8,5,2,Tuesday,Morning,No,No
No,34,7,3,3,Saturday,Evening,No,No
YES,25,18,2,3,Monday,Early Morning,Yes,No
YES,30,7,2,4,Saturday,Evening,No,No
No,22,3,4,2,Saturday,Evening,No,Yes
YES,30,19,4,9,Thursday,Afternoon,No,No
No,23,1,0,9,Friday,Afternoon,No,No
No,21,19,4,6,Tuesday,Morning,No,No
No,20,17,4,4,Friday,Afternoon,No,No
YES,28,1,1,9,Tuesday,Early Morning,No,No
YES,30,19,2,6,Thursday,Afternoon,No,No
YES,27,7,4,2,Tuesday,Early Morning,No,No
YES,32,4,2,7,Saturday,Evening,No,No
No,23,10,1,8,Saturday,Evening,No,No
YES,28,5,4,6,Saturday,Evening,No,No
YES,21,11,0,5,Friday,Evening,No,No
YES,22,14,1,9,Thursday,Forenoon,No,No
YES,26,12,2,9,Monday,Early Morning,No,No
No,24,3,2,8,Thursday,Afternoon,No,No
YES,25,19,3,2,Sunday,Overnight,No,Yes
YES,27,15,5,9,Sunday,Overnight,No,Yes
YES,21,5,0,5,Thursday,Afternoon,No,No
No,24,16,1,6,Tuesday,Morning,No,No
YES,28,6,4,5,Saturday,Evening,No,No
YES,29,5,4,6,Tuesday,Morning,No,No
YES,28,13,4,10,Friday,Evening,No,No
YES,29,7,4,6,Friday,Afternoon,No,No
YES,31,2,1,7,Monday,Early Morning,Yes,No
YES,24,6,1,4,Thursday,Forenoon,No,No
No,25,18,2,3,Saturday,Evening,No,No
No,13,13,4,6,Friday,Afternoon,No,No
YES,29,2,0,9,Tuesday,Morning,No,No
YES,33,14,5,6,Saturday,Overnight,No,Yes
YES,28,15,1,9,Monday,Early Morning,Yes,No
YES,31,12,3,8,Sunday,Overnight,No,Yes
YES,15,12,1,5,Tuesday,Morning,No,No
No,20,11,0,10,Saturday,Evening,No,Yes
No,28,17,4,2,Wednesday,Morning,No,No
YES,21,16,2,6,Wednesday,Morning,No,No
No,24,14,3,7,Tuesday,Morning,No,No
No,31,13,1,8,Friday,Afternoon,No,No
YES,23,18,1,4,Thursday,Forenoon,No,No
No,19,10,2,2,Tuesday,Morning,No,No
YES,20,9,5,4,Thursday,Afternoon,No,No
No,25,3,4,2,Wednesday,Forenoon,No,No
YES,24,16,0,8,Thursday,Forenoon,No,No
No,17,11,4,7,Tuesday,Morning,No,No
No,22,3,3,1,Wednesday,Morning,No,No
No,22,12,2,10,Sunday,Overnight,No,Yes
YES,26,16,5,10,Tuesday,Early Morning,No,No
No,35,2,2,3,Sunday,Overnight,No,Yes
No,22,20,4,3,Sunday,Overnight,No,Yes
No,17,14,2,3,Wednesday,Forenoon,No,No
No,29,4,0,5,Friday,Afternoon,No,No
No,28,17,4,2,Tuesday,Morning,No,No
YES,29,20,2,2,Sunday,Overnight,No,Yes
No,32,5,3,7,Wednesday,Forenoon,No,No
YES,23,9,2,10,Sunday,Overnight,No,Yes
No,24,3,4,10,Friday,Afternoon,No,No
YES,23,10,1,2,Thursday,Afternoon,No,No
YES,26,4,2,7,Thursday,Afternoon,No,No
No,22,3,1,6,Thursday,Forenoon,No,No
No,17,20,4,5,Wednesday,Forenoon,No,No
No,24,3,3,9,Friday,Evening,No,No
YES,20,16,2,2,Thursday,Forenoon,No,No
YES,27,15,0,3,Friday,Evening,No,No
YES,25,16,1,7,Sunday,Overnight,No,Yes
No,21,11,3,7,Friday,Evening,No,No
No,23,18,1,4,Wednesday,Forenoon,No,No
No,23,16,0,4,Sunday,Overnight,No,Yes
YES,35,9,2,2,Wednesday,Forenoon,No,No
No,23,7,1,9,Wednesday,Forenoon,No,No
No,14,5,2,6,Tuesday,Morning,No,No
No,28,12,4,3,Tuesday,Morning,No,No
YES,33,3,3,8,Sunday,Overnight,No,Yes
YES,26,7,4,1,Wednesday,Forenoon,No,No
YES,27,13,3,2,Friday,Afternoon,No,No
YES,24,17,5,8,Monday,Early Morning,Yes,No
YES,20,14,4,7,Wednesday,Morning,No,No
No,24,13,2,3,Monday,Early Morning,Yes,No
No,36,15,3,2,Tuesday,Morning,No,No
YES,18,8,1,5,Thursday,Afternoon,No,No
YES,27,6,3,4,Monday,Early Morning,Yes,No
YES,24,4,3,2,Saturday,Evening,No,No
YES,27,3,3,8,Sunday,Overnight,No,Yes
No,27,12,4,2,Friday,Afternoon,No,No
No,18,9,4,3,Monday,Early Morning,Yes,No
YES,18,4,2,6,Thursday,Forenoon,No,No
YES,27,13,1,3,Tuesday,Early Morning,No,No
YES,15,14,4,5,Saturday,Evening,No,Yes
YES,23,17,2,4,Thursday,Afternoon,No,No
YES,22,8,2,3,Wednesday,Forenoon,No,No
YES,25,17,4,5,Monday,Early Morning,Yes,No
No,31,2,4,2,Tuesday,Morning,No,No
No,24,3,2,4,Sunday,Overnight,No,Yes
YES,25,7,1,3,Tuesday,Morning,No,No
YES,23,18,2,6,Sunday,Overnight,No,Yes
No,23,10,1,4,Thursday,Forenoon,No,No
No,26,3,4,4,Wednesday,Morning,No,No
YES,28,9,1,6,Sunday,Overnight,No,Yes
No,32,8,5,3,Sunday,Overnight,No,Yes
YES,23,5,2,3,Saturday,Evening,No,No
No,27,9,3,8,Wednesday,Forenoon,No,No
No,16,17,4,8,Wednesday,Forenoon,No,No
YES,19,5,4,2,Sunday,Overnight,No,Yes
No,23,10,2,8,Wednesday,Forenoon,No,No
No,28,19,1,8,Tuesday,Morning,No,No
YES,30,10,4,6,Thursday,Forenoon,No,No
No,22,17,1,9,Sunday,Overnight,No,Yes
No,32,2,3,7,Monday,Early Morning,Yes,No
No,32,9,0,5,Sunday,Overnight,No,Yes
No,25,13,5,7,Sunday,Overnight,No,Yes
No,31,12,0,1,Friday,Evening,No,No
No,23,16,3,3,Friday,Afternoon,No,No
YES,23,13,0,8,Tuesday,Morning,No,No
YES,27,1,1,5,Wednesday,Forenoon,No,No
YES,34,8,2,6,Thursday,Afternoon,No,No
YES,24,11,0,5,Monday,Early Morning,Yes,No
No,26,11,5,8,Tuesday,Morning,No,No
YES,32,12,4,7,Saturday,Evening,No,No
No,27,3,3,2,Sunday,Overnight,No,Yes
No,23,12,3,5,Wednesday,Forenoon,No,No
YES,28,18,2,9,Saturday,Evening,No,No
YES,29,5,3,6,Thursday,Afternoon,No,No
YES,23,11,0,7,Tuesday,Morning,No,No
YES,25,4,4,1,Tuesday,Morning,No,No
No,28,16,3,5,Thursday,Afternoon,No,No
No,22,15,1,3,Wednesday,Forenoon,No,No
No,31,3,5,2,Wednesday,Forenoon,No,No
No,24,12,2,3,Wednesday,Forenoon,No,No
YES,22,16,4,4,Tuesday,Early Morning,No,No
No,31,4,3,3,Tuesday,Morning,No,No
YES,25,11,2,7,Friday,Afternoon,No,No
No,24,11,2,10,Wednesday,Forenoon,No,No
No,25,8,1,9,Tuesday,Morning,No,No
YES,17,1,2,4,Monday,Early Morning,Yes,No
YES,26,14,4,7,Saturday,Evening,No,No
YES,27,7,0,10,Saturday,Evening,No,No
No,27,11,5,9,Thursday,Afternoon,No,No
YES,28,10,4,4,Sunday,Overnight,No,Yes
YES,27,2,5,9,Sunday,Overnight,No,Yes
No,30,17,1,10,Sunday,Overnight,No,Yes
YES,22,18,2,1,Saturday,Evening,No,No
YES,25,11,4,1,Thursday,Forenoon,No,No
No,29,20,3,2,Friday,Afternoon,No,No
YES,26,16,0,5,Tuesday,Morning,No,No
No,23,12,3,3,Thursday,Forenoon,No,No
No,23,2,3,1,Saturday,Evening,No,Yes
No,22,6,3,6,Tuesday,Morning,No,No
No,27,16,0,7,Friday,Afternoon,No,No
YES,28,8,1,3,Tuesday,Morning,No,No
No,29,18,2,6,Thursday,Afternoon,No,No
No,14,3,1,7,Monday,Early Morning,Yes,No
No,26,11,0,4,Saturday,Evening,No,Yes
YES,32,6,3,6,Tuesday,Morning,No,No
No,25,14,0,3,Sunday,Overnight,No,Yes
YES,23,3,4,4,Friday,Afternoon,No,No
No,30,2,1,6,Tuesday,Morning,No,No
No,27,16,1,8,Sunday,Overnight,No,Yes
No,23,6,2,3,Tuesday,Morning,No,No
YES,22,17,1,7,Monday,Early Morning,No,No
YES,23,8,5,2,Thursday,Afternoon,No,No
No,24,3,4,5,Saturday,Evening,No,No
No,31,11,5,7,Sunday,Overnight,No,Yes
YES,32,12,4,8,Saturday,Evening,No,No
YES,22,2,2,10,Monday,Early Morning,Yes,No
YES,23,7,4,7,Thursday,Forenoon,No,No
YES,26,1,2,1,Friday,Afternoon,No,No
YES,24,13,1,7,Sunday,Overnight,No,Yes
No,22,1,1,2,Saturday,Evening,No,Yes
No,35,13,1,7,Saturday,Evening,No,Yes
No,21,4,0,4,Sunday,Overnight,No,Yes
No,31,20,1,2,Saturday,Evening,No,No
YES,27,20,4,8,Thursday,Forenoon,No,No
No,15,7,2,8,Saturday,Evening,No,No
YES,25,5,0,3,Sunday,Overnight,No,Yes
YES,16,3,4,9,Friday,Afternoon,No,No
YES,25,20,4,2,Wednesday,Forenoon,No,No
YES,21,7,3,7,Thursday,Afternoon,No,No
No,21,6,4,7,Sunday,Overnight,No,Yes
No,29,7,0,6,Friday,Evening,No,No
No,26,8,1,9,Wednesday,Morning,No,No
YES,20,3,5,2,Wednesday,Morning,No,No
YES,24,5,4,5,Sunday,Overnight,No,Yes
YES,29,20,4,4,Thursday,Afternoon,No,No
YES,25,18,4,10,Friday,Afternoon,No,No
No,27,7,1,10,Tuesday,Early Morning,No,No
YES,28,5,4,6,Sunday,Overnight,No,Yes
YES,21,6,2,2,Monday,Early Morning,Yes,No
YES,23,13,0,9,Saturday,Evening,No,No
YES,19,13,1,3,Monday,Early Morning,Yes,No
YES,24,4,2,3,Saturday,Evening,No,No
No,23,2,1,6,Sunday,Overnight,No,Yes
No,24,16,2,2,Saturday,Evening,No,No
YES,17,2,3,5,Monday,Early Morning,Yes,No
YES,31,4,5,3,Monday,Early Morning,Yes,No
YES,15,2,2,2,Friday,Afternoon,No,No
YES,22,19,3,8,Thursday,Afternoon,No,No
No,31,1,1,8,Tuesday,Morning,No,No
YES,35,8,2,9,Friday,Afternoon,No,No
YES,22,3,3,3,Thursday,Afternoon,No,No
YES,25,3,1,8,Sunday,Overnight,No,Yes
YES,13,17,4,8,Thursday,Afternoon,No,No
YES,29,14,4,8,Thursday,Afternoon,No,No
No,19,2,1,9,Thursday,Forenoon,No,No
YES,17,3,3,7,Saturday,Evening,No,No
YES,39,12,3,2,Sunday,Overnight,No,Yes
YES,20,4,0,3,Monday,Early Morning,No,No
No,23,2,1,3,Tuesday,Morning,No,No
YES,21,13,5,6,Sunday,Overnight,No,Yes
No,26,3,4,7,Wednesday,Forenoon,No,No
YES,17,11,3,4,Tuesday,Early Morning,No,No
YES,25,14,3,4,Sunday,Overnight,No,Yes
YES,24,8,3,2,Wednesday,Forenoon,No,No
YES,32,14,3,4,Monday,Early Morning,No,No
YES,19,13,2,2,Tuesday,Early Morning,No,No
No,30,2,3,3,Tuesday,Early Morning,No,No
YES,27,12,4,8,Sunday,Overnight,No,Yes
YES,26,16,1,2,Tuesday,Morning,No,No
YES,21,13,3,9,Thursday,Forenoon,No,No
YES,24,17,1,8,Monday,Early Morning,Yes,No
YES,27,10,3,4,Saturday,Evening,No,No
No,22,16,3,8,Saturday,Evening,No,No
YES,24,19,1,5,Saturday,Evening,No,No
No,18,16,4,4,Saturday,Evening,No,No
YES,27,14,1,1,Friday,Afternoon,No,No
No,26,5,1,2,Friday,Afternoon,No,No
YES,21,9,2,2,Tuesday,Early Morning,No,No
YES,33,4,0,1,Wednesday,Forenoon,No,No
YES,26,17,5,3,Monday,Early Morning,No,No
YES,19,10,3,1,Monday,Early Morning,Yes,No
YES,31,14,3,7,Thursday,Afternoon,No,No
YES,33,4,2,4,Friday,Afternoon,No,No
No,14,11,2,2,Friday,Evening,No,No
YES,21,18,1,7,Friday,Afternoon,No,No
No,27,5,1,10,Friday,Afternoon,No,No
No,27,14,2,2,Saturday,Evening,No,No
No,25,10,2,2,Tuesday,Morning,No,No
YES,18,19,4,2,Monday,Early Morning,No,No
YES,31,3,3,6,Monday,Early Morning,No,No
YES,34,4,2,6,Saturday,Evening,No,No
No,15,8,1,2,Saturday,Evening,No,Yes
No,28,5,3,5,Tuesday,Morning,No,No
No,28,10,2,5,Tuesday,Morning,No,No
YES,30,14,3,5,Wednesday,Morning,No,No
YES,31,8,2,2,Tuesday,Morning,No,No
YES,23,17,2,4,Tuesday,Morning,No,No
No,22,1,2,2,Tuesday,Morning,No,No
YES,31,11,5,6,Thursday,Afternoon,No,No
No,28,4,4,10,Tuesday,Morning,No,No
No,20,14,1,9,Wednesday,Forenoon,No,No
YES,27,10,5,6,Monday,Early Morning,Yes,No
YES,31,14,5,2,Wednesday,Forenoon,No,No
YES,26,4,0,4,Wednesday,Forenoon,No,No
No,24,7,1,10,Tuesday,Morning,No,No
YES,22,14,2,2,Thursday,Forenoon,No,No
No,19,10,2,6,Wednesday,Forenoon,No,No
YES,28,5,5,9,Thursday,Afternoon,No,No
YES,27,15,4,5,Tuesday,Morning,No,No
No,21,13,0,3,Tuesday,Morning,No,No
No,17,5,4,2,Sunday,Overnight,No,Yes
No,26,10,4,10,Friday,Evening,No,No
No,34,13,4,8,Wednesday,Forenoon,No,No
No,23,6,1,7,Sunday,Overnight,No,Yes
No,22,12,2,2,Wednesday,Morning,No,No
No,22,9,4,3,Wednesday,Forenoon,No,No
No,31,17,0,5,Wednesday,Forenoon,No,No
No,31,7,3,5,Tuesday,Morning,No,No
YES,31,5,3,9,Sunday,Overnight,No,Yes
YES,28,6,4,2,Monday,Early Morning,No,No
No,24,12,1,5,Thursday,Afternoon,No,No
YES,25,4,3,9,Monday,Early Morning,Yes,No
YES,24,5,1,9,Wednesday,Morning,No,No
No,30,15,1,2,Wednesday,Forenoon,No,No
YES,27,11,3,6,Wednesday,Forenoon,No,No
YES,20,20,5,7,Tuesday,Morning,No,No
YES,21,11,1,5,Saturday,Evening,No,No
YES,22,18,2,1,Thursday,Afternoon,No,No
YES,23,12,2,1,Monday,Early Morning,No,No
No,31,7,3,9,Saturday,Evening,No,No
YES,28,2,2,8,Wednesday,Morning,No,No
No,19,20,4,9,Friday,Afternoon,No,No
YES,23,19,3,5,Friday,Afternoon,No,No
No,32,11,3,4,Saturday,Evening,No,No
YES,28,18,3,2,Thursday,Forenoon,No,No
YES,27,20,2,7,Monday,Early Morning,Yes,No
No,22,16,2,4,Wednesday,Forenoon,No,No
YES,21,14,2,9,Thursday,Afternoon,No,No
No,23,15,1,5,Wednesday,Forenoon,No,No
YES,22,12,0,9,Monday,Early Morning,Yes,No
YES,24,2,0,4,Sunday,Overnight,No,Yes
YES,25,11,4,5,Thursday,Afternoon,No,No
No,22,7,2,3,Thursday,Afternoon,No,No
YES,25,9,3,5,Sunday,Overnight,No,Yes
No,25,16,0,7,Saturday,Evening,No,No
No,30,8,1,5,Wednesday,Forenoon,No,No
YES,23,13,2,1,Saturday,Evening,No,No
YES,22,8,3,9,Monday,Early Morning,No,No
YES,16,7,3,2,Sunday,Overnight,No,Yes
No,25,5,1,4,Friday,Evening,No,No
YES,28,16,0,1,Wednesday,Forenoon,No,No
YES,26,13,2,7,Saturday,Evening,No,No
No,25,7,2,8,Wednesday,Forenoon,No,No
YES,29,5,0,2,Sunday,Overnight,No,Yes
YES,24,20,2,5,Thursday,Forenoon,No,No
No,30,5,2,1,Tuesday,Morning,No,No
YES,21,17,0,7,Wednesday,Forenoon,No,No
YES,29,3,2,7,Thursday,Afternoon,No,No
No,19,2,5,7,Wednesday,Forenoon,No,No
No,15,15,2,4,Sunday,Overnight,No,Yes
YES,26,8,4,3,Wednesday,Morning,No,No
YES,22,7,2,4,Wednesday,Forenoon,No,No
YES,20,7,3,6,Friday,Afternoon,No,No
YES,22,18,3,6,Monday,Early Morning,No,No
No,25,9,3,10,Thursday,Afternoon,No,No
No,26,15,3,6,Wednesday,Forenoon,No,No
YES,26,10,2,5,Monday,Early Morning,No,No
YES,23,11,0,4,Thursday,Forenoon,No,No
YES,24,14,4,9,Friday,Afternoon,No,No
No,23,5,3,7,Monday,Early Morning,No,No
YES,23,5,4,4,Monday,Early Morning,Yes,No
YES,27,8,5,1,Sunday,Overnight,No,Yes
YES,20,8,0,7,Monday,Early Morning,Yes,No
No,33,6,1,9,Tuesday,Morning,No,No
YES,33,11,3,6,Thursday,Afternoon,No,No
No,38,5,1,9,Friday,Afternoon,No,No
YES,31,17,5,6,Sunday,Overnight,No,Yes
YES,23,3,5,2,Tuesday,Morning,No,No
YES,20,17,3,4,Saturday,Evening,No,No
No,25,13,0,3,Friday,Afternoon,No,No
No,25,15,0,2,Saturday,Evening,No,Yes
YES,31,7,3,3,Sunday,Overnight,No,Yes
No,20,15,0,9,Friday,Afternoon,No,No
No,28,19,4,3,Friday,Afternoon,No,No
YES,23,17,3,4,Wednesday,Forenoon,No,No
YES,24,2,2,4,Monday,Early Morning,Yes,No
YES,27,9,2,8,Wednesday,Forenoon,No,No
No,21,19,2,2,Friday,Afternoon,No,No
